message,anomaly_score,is_anomaly,rule_based_flag,is_whitelisted,combined_anomaly,confidence_score,explanation
2025-04-27 18:41:32 log_channel(cluster) log [ERR] : OSD 10 failed to recover from 439 after 87s,0.006570951081812382,True,True,False,True,0.2211,"This log shows unusual patterns with tokens: 'recover' (uncommon usage), 'after' (uncommon usage), '87' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
"2025-04-27 18:40:07 log_channel(cluster) log [DBG] : osdmap 181: 16 total, 7 up",1.586279904586263e-05,False,False,True,False,0.0005,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:50 log_channel(cluster) log [DBG] : heartbeat from OSD 1,1.1175863789958385e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:54 log_channel(mgr) log [INF] : mgr module reload succeeded,0.0003196467296220362,False,False,True,False,0.0108,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:23 log_channel(mds) log [INF] : MDS.2 session with client.3293 established,0.0004944128450006247,False,False,True,False,0.0166,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:09 log_channel(cluster) log [ERR] : OSD 8 failure: unable to recover data from 854,0.004149862099438906,True,True,False,True,0.1397,"This log shows unusual patterns with tokens: 'recover' (uncommon usage), 'from' (uncommon usage), '8' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:43:58 log_channel(cluster) log [INF] : snapshot 835 created,1.4901144140821998e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:42:51 log_channel(cluster) log [DBG] : pgmap v5170: 225 pgs: 39 peering, 221 active+clean; 90115 KiB data, 42 GiB used, 89 GiB avail",0.00015267738490365446,False,False,True,False,0.0051,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:57 log_channel(cluster) log [DBG] : recovery completed on osd.9,2.58907277839171e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:14 log_channel(rgw) log [INF] : RGW op success: GET /bucket-17/object-374.bin,2.7880492780241184e-05,False,False,True,False,0.0009,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:27 log_channel(mds) log [DBG] : MDS.2 is exporting namespace to rank 3,6.528099038405344e-05,False,False,True,False,0.0022,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:49 log_channel(client) log [INF] : object read completed by client 8905,0.0006587712559849024,False,False,True,False,0.0222,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:30 log_channel(client) log [ERR] : client 6421 disconnected unexpectedly,0.0008713323622941971,True,True,False,True,0.0293,"This log shows unusual patterns with tokens: 'unexpectedly' (uncommon usage), 'disconnected' (uncommon usage), '64' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
"2025-04-27 18:41:23 log_channel(cluster) log [DBG] : osdmap 162: 18 total, 5 up",1.664687806623988e-05,False,False,True,False,0.0006,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:48 log_channel(mon) log [ERR] : authentication failure for monitor 1,8.90328635705373e-07,False,True,False,True,0.0,"This log shows unusual patterns with tokens: 'monitor' (uncommon usage), 'failure' (uncommon usage), '1' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:42:32 log_channel(cluster) log [DBG] : MDS startup completed,4.828980308957398e-05,False,False,True,False,0.0016,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:45 log_channel(mds) log [DBG] : MDS.1 is exporting namespace to rank 0,6.401991413440555e-05,False,False,True,False,0.0022,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:54 log_channel(rbd) log [DBG] : RBD snapshot 'snap-891' created for image 'rbd-image-6',0.00026832145522348583,False,False,True,False,0.009,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:18 log_channel(cluster) log [DBG] : recovery completed on osd.5,2.9988535743541433e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:46:22 log_channel(cluster) log [DBG] : osdmap 100: 10 total, 6 up",9.153512110060547e-06,False,False,True,False,0.0003,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:27 log_channel(cluster) log [DBG] : recovery completed for PG 717,2.7008289293917187e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:41:31 log_channel(cluster) log [ERR] : OSD 8 disk corruption detected, data may be lost",0.001124263508245349,True,True,False,True,0.0378,"This log shows unusual patterns with tokens: 'be' (uncommon usage), 'may' (uncommon usage), 'corruption' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:44:57 log_channel(cluster) log [DBG] : scrub ok,1.0617069534646362e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:22 log_channel(network) log [DBG] : heartbeat received from mon.2,1.5459934843420342e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:04 log_channel(cluster) log [DBG] : MDS startup completed,5.006972060073167e-05,False,False,True,False,0.0017,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:46 log_channel(pg) log [DBG] : PG 564 scrub completed,1.41560917654715e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:06 log_channel(mds) log [DBG] : MDS.1 updated inode cache size: 63549,2.6131858703593025e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:36 log_channel(cluster) log [WRN] : OSD 6 is down: I/O error,0.006026294082403183,True,True,False,True,0.2028,"This log shows unusual patterns with tokens: 'i' (uncommon usage), '##n' (uncommon usage), 'o' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:40:28 log_channel(rgw) log [INF] : RGW op success: DELETE /bucket-6/object-417.bin,1.3312598639458884e-05,False,False,True,False,0.0004,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:46 log_channel(cluster) log [INF] : client reconnect complete,0.0014003829564899206,False,False,True,False,0.0471,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:06 log_channel(cluster) log [INF] : osd 1 is healthy,9.685747670573619e-08,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:37 log_channel(mon) log [INF] : no pending health issues,0.00021715080947615206,False,False,True,False,0.0073,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:39 log_channel(cluster) log [DBG] : MDS startup completed,5.660879105562344e-05,False,False,True,False,0.0019,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:17 log_channel(client) log [INF] : object read completed by client 3378,0.0005869691958650947,False,False,True,False,0.0198,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:56 log_channel(cluster) log [DBG] : OSD 7 backfill completed,0.0006439009448513389,False,False,True,False,0.0217,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:32 log_channel(cluster) log [DBG] : heartbeat from OSD 2,2.8125842277404445e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:37 log_channel(osd) log [ERR] : read error from OSD 1 [pg=909],0.0006306929280981421,True,True,False,True,0.0212,"This log shows unusual patterns with tokens: 'read' (uncommon usage), '=' (uncommon usage), '18' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:42:08 log_channel(cluster) log [DBG] : recovery completed on osd.10,2.2910498387318512e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:49 log_channel(cluster) log [DBG] : heartbeat from OSD 8,1.6577521932958916e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:41:20 log_channel(cluster) log [ERR] : OSD 2 disk corruption detected, data may be lost",0.001276442431844771,True,True,False,True,0.043,"This log shows unusual patterns with tokens: 'be' (uncommon usage), 'may' (uncommon usage), 'corruption' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:44:58 log_channel(cluster) log [DBG] : scrub ok,1.2293446616240544e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:37 log_channel(mds) log [DBG] : MDS.1 updated inode cache size: 50447,2.7659250463329954e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:40:40 log_channel(cluster) log [DBG] : osdmap 145: 19 total, 7 up",3.9691040001343936e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:23 log_channel(cluster) log [DBG] : recovery completed for PG 426,2.4959382471934077e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:02 log_channel(cluster) log [INF] : client reconnect complete,0.0014510346809402108,False,False,True,False,0.0488,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:28 log_channel(cluster) log [DBG] : MDS startup completed,5.117458931636065e-05,False,False,True,False,0.0017,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:34 log_channel(cluster) log [DBG] : scrub starts,3.002311132149771e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:28 log_channel(cluster) log [DBG] : scrub ok,1.1734655203099464e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:25 log_channel(cluster) log [DBG] : recovery completed on osd.8,2.6449521328686387e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:39 log_channel(cluster) log [DBG] : heartbeat from OSD 9,1.9371485393548937e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:40:36 log_channel(cluster) log [DBG] : pgmap v1743: 360 pgs: 23 peering, 364 active+clean; 92929 KiB data, 89 GiB used, 48 GiB avail",4.5678702008444816e-05,False,False,True,False,0.0015,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:44 log_channel(client) log [INF] : object read completed by client 8054,0.000606924295425415,False,False,True,False,0.0204,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:26 log_channel(mon) log [INF] : config update committed,0.0006962140323594213,False,False,True,False,0.0234,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:10 log_channel(rbd) log [INF] : RBD image 'rbd-image-2' mapped to /dev/rbd4,1.6018648238969035e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:59 log_channel(cluster) log [INF] : RADOS operation completed for pool 681,1.2442134220691514e-06,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:47 log_channel(cluster) log [INF] : client reconnect complete,0.0014397455379366875,False,False,True,False,0.0485,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:26 log_channel(mgr) log [INF] : mgr module reload succeeded,0.00030841323314234614,False,False,True,False,0.0104,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:32 log_channel(cluster) log [DBG] : heartbeat from OSD 7,1.3411036547950062e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:44:38 log_channel(cluster) log [DBG] : pgmap v5782: 231 pgs: 31 peering, 89 active+clean; 83241 KiB data, 60 GiB used, 16 GiB avail",4.49787185061723e-05,False,False,True,False,0.0015,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:42:15 log_channel(cluster) log [INF] : mon.0 quorum formed with mons: mon.3,mon.0,mon.2",1.1026741049136035e-06,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:21 log_channel(osd) log [WRN] : degraded PG 697 [objects_missing=1],0.012027430348098278,True,True,False,True,0.4048,"This log shows unusual patterns with tokens: 'objects' (uncommon usage), '##n' (uncommon usage), '=' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:40:21 log_channel(cluster) log [DBG] : auto-scaler adjusted PG count for pool 486,1.266597848825768e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:45:30 log_channel(cluster) log [INF] : mon.2 quorum formed with mons: mon.1,mon.4,mon.0",4.0978099491439934e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:22 log_channel(cluster) log [DBG] : scrub ok,8.195634393359796e-08,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:10 log_channel(cluster) log [INF] : snapshot 610 created,1.5273670328497246e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:45 log_channel(cluster) log [DBG] : MDS startup completed,4.977597563993186e-05,False,False,True,False,0.0017,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:40 log_channel(rgw) log [INF] : RGW op success: GET /bucket-19/object-782.bin,2.7185769795323722e-05,False,False,True,False,0.0009,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:59 log_channel(mds) log [DBG] : MDS.3 updated inode cache size: 6066,3.3544613415870117e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:53 log_channel(client) log [INF] : client 1448 executed command status successfully,9.182630265058833e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:01 log_channel(cluster) log [ERR] : OSD 5 failed to recover from 489 after 85s,0.0051707676611840725,True,True,False,True,0.174,"This log shows unusual patterns with tokens: 'recover' (uncommon usage), 'after' (uncommon usage), '85' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:40:52 log_channel(cluster) log [DBG] : scrub starts,3.063766371269594e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:50 log_channel(rgw) log [INF] : RGW user 'user-1' authenticated successfully,3.8742942365388444e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:31 log_channel(cluster) log [DBG] : auto-scaler adjusted PG count for pool 900,3.3527453524584416e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:01 log_channel(mon) log [INF] : no pending health issues,0.0002031082840403542,False,False,True,False,0.0068,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:12 log_channel(osd) log [WRN] : OSD 9 heartbeat missed,0.0028783301822841167,True,True,False,True,0.0969,"This log shows unusual patterns with tokens: '##n' (uncommon usage), 'missed' (uncommon usage), 'wr' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:41:13 log_channel(network) log [DBG] : heartbeat received from mon.1,1.4714885310240788e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:40 log_channel(rgw) log [INF] : RGW user 'user-18' authenticated successfully,4.2095692265320395e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:16 log_channel(cluster) log [INF] : client reconnect complete,0.0014151062350720167,False,False,True,False,0.0476,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:33 log_channel(cluster) log [DBG] : heartbeat from OSD 6,1.6950055226061522e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:44 log_channel(cluster) log [DBG] : scrub ok,9.872011474953979e-08,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:56 log_channel(mon) log [INF] : MON 0 beacon received,4.656584451367962e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:42 log_channel(rbd) log [DBG] : RBD snapshot 'snap-786' created for image 'rbd-image-7',0.0003045651246793568,False,False,True,False,0.0102,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:56 log_channel(cluster) log [DBG] : auto-scaler adjusted PG count for pool 828,1.5273678855010075e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:47 log_channel(cluster) log [DBG] : MDS startup completed,5.353942106012255e-05,False,False,True,False,0.0018,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:14 log_channel(mon) log [INF] : config update committed,0.000676201656460762,False,False,True,False,0.0228,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:21 log_channel(cluster) log [DBG] : scrub starts,3.0451431030087406e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:47 log_channel(mds) log [DBG] : MDS.0 is exporting namespace to rank 1,5.937423702562228e-05,False,False,True,False,0.002,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:49 log_channel(cluster) log [DBG] : MDS startup completed,5.279687320580706e-05,False,False,True,False,0.0018,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:33 log_channel(cluster) log [DBG] : MDS startup completed,5.3464747907128185e-05,False,False,True,False,0.0018,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:34 log_channel(cluster) log [INF] : osd 8 is healthy,1.3411030863608175e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:41 log_channel(pg) log [DBG] : PG 985 is clean,2.030279233622423e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:56 log_channel(cluster) log [DBG] : auto-scaler adjusted PG count for pool 178,4.2906980525003746e-05,False,False,True,False,0.0014,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:32 log_channel(mon) log [INF] : config update committed,0.0006533588166348636,False,False,True,False,0.022,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:21 log_channel(network) log [DBG] : heartbeat received from mon.2,1.676378360571107e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:39 log_channel(client) log [INF] : client 6330 executed command df successfully,1.6763792132223898e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:58 log_channel(cluster) log [INF] : snapshot 205 created,1.5459939106676757e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:22 log_channel(cluster) log [DBG] : OSD 8 backfill completed,0.0010192138142883778,False,False,True,False,0.0343,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:46 log_channel(mgr) log [INF] : mgr module reload succeeded,0.0003069189842790365,False,False,True,False,0.0103,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:43 log_channel(client) log [INF] : client 7825 executed command auth list successfully,8.139629130710091e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:42 log_channel(rbd) log [INF] : RBD image 'rbd-image-2' mapped to /dev/rbd9,1.4845199984847568e-06,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:06 log_channel(mon) log [INF] : MON 5 beacon received,4.7124680691013054e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:01 log_channel(cluster) log [DBG] : scrub ok,9.126955546889803e-08,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:29 log_channel(pg) log [INF] : PG 936 active and clean,1.955774706630109e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:55 log_channel(cluster) log [INF] : snapshot 182 created,5.681007451130426e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:09 log_channel(pg) log [INF] : PG 591 active and clean,1.1362126883796009e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:00 log_channel(mds) log [DBG] : MDS.3 is exporting namespace to rank 2,6.115418364061043e-05,False,False,True,False,0.0021,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:39:50 log_channel(cluster) log [INF] : mon.3 quorum formed with mons: mon.4,mon.3,mon.2",0.00012765341671183705,False,False,True,False,0.0043,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:12 log_channel(rgw) log [DBG] : RGW bucket index updated for bucket 'bucket-20',1.2423536190908635e-06,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:11 log_channel(cluster) log [ERR] : MON 5 crashed due to segfault,1.7531147022964433e-05,False,True,False,True,0.0006,"This log shows unusual patterns with tokens: 'se' (uncommon usage), '##gf' (uncommon usage), '##ault' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:42:05 log_channel(cluster) log [DBG] : heartbeat from OSD 7,1.303850751810387e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:24 log_channel(cluster) log [DBG] : recovery completed for PG 583,2.663576594841288e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:23 log_channel(cluster) log [DBG] : scrub ok,8.754427227586348e-08,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:47 log_channel(pg) log [INF] : PG 200 active and clean,1.6166939531103708e-05,False,False,True,False,0.0005,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:37 log_channel(rgw) log [INF] : RGW user 'user-11' authenticated successfully,4.190941922388447e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:39 log_channel(network) log [DBG] : heartbeat received from mon.2,1.9930276096147281e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:19 log_channel(cluster) log [INF] : client reconnect complete,0.0013917854521423578,False,False,True,False,0.0468,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:24 log_channel(rgw) log [DBG] : RGW bucket index updated for bucket 'bucket-9',1.3839136272508767e-06,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:42 log_channel(rbd) log [DBG] : RBD snapshot 'snap-428' created for image 'rbd-image-9',0.000415494607295841,False,False,True,False,0.014,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:03 log_channel(mgr) log [INF] : mgr module reload succeeded,0.00031827756902202964,False,False,True,False,0.0107,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:36 log_channel(mon) log [INF] : config update committed,0.0006829919293522835,False,False,True,False,0.023,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:33 log_channel(client) log [INF] : client 2100 executed command auth list successfully,7.711273042332323e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:16 log_channel(cluster) log [INF] : snapshot 902 created,1.266597848825768e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:24 log_channel(mgr) log [INF] : mgr module reload succeeded,0.0003252388269174844,False,False,True,False,0.0109,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:19 log_channel(rgw) log [INF] : RGW op success: PUT /bucket-10/object-201.bin,0.00013147192657925189,False,False,True,False,0.0044,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:32 log_channel(mon) log [INF] : no pending health issues,0.00021568877855315804,False,False,True,False,0.0073,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:42:19 log_channel(cluster) log [DBG] : pgmap v8867: 317 pgs: 28 peering, 338 active+clean; 56450 KiB data, 100 GiB used, 60 GiB avail",0.0001312405802309513,False,False,True,False,0.0044,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:37 log_channel(rgw) log [INF] : RGW user 'user-46' authenticated successfully,4.135062283694424e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:04 log_channel(mon) log [INF] : no pending health issues,0.0002079000842059031,False,False,True,False,0.007,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:05 log_channel(rgw) log [INF] : RGW op success: GET /bucket-10/object-513.bin,3.044319964828901e-05,False,False,True,False,0.001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:16 log_channel(rgw) log [INF] : RGW op success: PUT /bucket-16/object-552.bin,1.270559641852742e-05,False,False,True,False,0.0004,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:59 log_channel(cluster) log [DBG] : heartbeat from OSD 6,1.8253899725095835e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:12 log_channel(cluster) log [INF] : osd 9 is healthy,1.4714882468069845e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:32 log_channel(client) log [INF] : client 1923 executed command mon_status successfully,1.6710293493815698e-05,False,False,True,False,0.0006,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:05 log_channel(rbd) log [INF] : RBD unmap operation for image 'rbd-image-5' completed successfully,2.024650029852637e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:10 log_channel(mon) log [INF] : config update committed,0.0006813436630181968,False,False,True,False,0.0229,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:09 log_channel(cluster) log [INF] : RADOS operation completed for pool 479,1.1603932534853811e-06,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:47 log_channel(cluster) log [DBG] : scrub starts,3.173645836795913e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
